Casenew,MCZ_1,MCZ_2,MCZ_8,MCZ_10,MCZ_17,QHealthr,RSEX,AGEXr,Martstat3r,HighEd4r,GorA
7459,10,10,10,8,10,2,2,5,1,4,9
7475,9,9,8,9,7,1,2,2,1,1,6
7485,8,7,10,8,10,2,2,2,3,3,3
7486,8,7,9,4,8,1,2,2,2,1,4
7491,8,9,7,9,9,4,2,5,1,3,1
7491,8,9,8,6,8,2,2,5,3,2,5
7508,7,7,7,8,9,2,1,5,1,2,3
7512,7,8,8,7,7,2,1,3,1,2,4
7530,9,7,10,7,5,2,2,5,1,4,7
7539,10,10,10,10,10,2,2,5,1,4,8
7540,10,10,8,6,7,2,1,4,1,3,2
7542,8,8,5,8,6,3,1,3,1,2,4
7544,6,7,5,5,9,1,1,3,2,1,11
7569,8,10,10,5,6,2,2,3,3,2,6
7569,5,7,9,3,1,2,1,3,1,1,6
7575,10,9,8,7,5,3,2,1,2,2,6
7580,6,9,6,5,10,3,1,5,1,2,5
7599,4,4,7,1,8,3,1,4,3,2,5
7599,9,8,8,5,8,2,2,4,3,1,10
7602,9,9,9,9,9,1,1,3,1,2,7
7612,7,8,10,3,8,2,1,2,2,1,2
7615,9,10,10,6,8,1,1,6,1,4,10
7616,8,9,9,9,10,1,1,5,2,1,9
7616,7,6,10,5,10,1,2,3,1,1,7
7621,8,9,9,10,10,2,2,2,1,1,3
7627,8,8,8,8,8,2,1,5,3,2,1
7634,10,10,10,10,10,1,1,6,1,1,8
7638,10,9,10,10,10,2,2,4,1,2,8
7639,9,9,10,10,10,1,2,4,3,4,4
7650,4,5,9,3,8,2,2,4,1,2,3
7654,4,6,4,6,7,4,1,5,3,2,7
7654,9,9,9,9,9,2,1,2,1,1,10
7656,8,6,8,7,8,2,2,6,3,2,3
7660,9,10,9,5,4,3,2,5,3,2,7
7665,8,8,8,5,10,2,2,5,3,2,10
7667,7,8,8,5,9,3,1,5,1,1,11
7675,0,0,1,5,7,5,2,3,3,2,3
7677,5,5,10,0,8,1,1,2,2,3,5
7678,5,5,0,5,0,5,1,5,3,3,3
7685,8,8,10,8,7,2,1,3,1,1,2
7687,8,8,10,10,8,2,2,2,1,2,7
7697,8,9,3,5,3,4,1,4,2,3,11
7702,8,8,9,10,9,2,1,6,1,4,5
7704,8,8,8,9,10,3,1,6,3,4,11
7712,10,10,9,10,0,1,2,2,1,4,11
7719,8,9,9,9,9,1,1,5,1,2,6
7720,7,8,10,4,10,2,2,1,2,2,7
7722,6,10,10,5,8,1,1,2,2,1,5
7723,5,5,4,7,7,4,1,4,3,4,8
7725,7,8,6,5,9,2,1,3,1,2,8
7735,7,7,7,5,10,2,2,5,1,4,2
7742,10,10,10,8,7,4,1,5,1,2,2
7754,8,8,9,10,9,1,1,1,2,3,6
7760,9,9,10,10,10,3,1,5,3,1,2
7771,2,0,0,0,8,3,1,2,2,4,9
7773,8,8,9,9,8,2,1,5,3,3,3
7785,9,9,9,8,7,3,2,5,1,3,9
7785,10,10,8,10,10,2,2,6,3,3,3
7786,9,9,9,7,7,3,2,2,1,2,5
7789,6,8,7,4,4,2,2,2,2,1,8
7796,8,9,9,6,3,1,2,2,1,1,4
7800,8,8,8,7,7,2,2,1,2,2,7
7805,5,8,8,6,9,1,2,3,1,2,7
7808,10,10,5,10,8,4,2,6,3,4,4
7819,7,8,5,7,9,3,1,3,1,2,9
7841,9,8,8,9,5,2,1,4,1,2,11
7874,10,10,6,10,10,2,2,5,3,4,3
7892,10,10,10,8,10,1,2,6,3,1,3
7903,10,10,10,5,10,4,2,5,3,2,9
7907,7,9,9,5,10,1,2,1,2,2,3
7915,4,3,4,8,6,3,2,6,3,4,5
7917,8,7,7,3,9,2,1,1,2,4,8
7922,8,9,10,6,4,2,1,2,1,2,8
7926,7,99,9,6,4,2,2,4,1,4,8
7932,10,10,8,10,10,1,2,6,1,4,8
7949,7,8,8,5,10,4,2,4,1,2,8
7960,2,5,2,5,10,4,1,2,2,4,11
7964,7,6,7,10,9,1,2,2,1,1,7
7965,10,8,8,8,9,4,1,4,3,2,7
7965,8,8,5,6,8,1,1,2,1,2,7
7975,9,8,9,7,6,2,1,1,2,2,11
7977,5,3,5,2,8,5,1,4,3,2,2
7981,9,10,9,8,10,1,2,5,3,1,8
7984,7,8,10,3,9,1,1,2,1,2,3
7986,8,10,8,2,10,1,2,2,1,3,9
8000,10,10,8,9,8,1,1,2,1,1,2
8021,8,10,10,6,10,3,2,2,2,2,2
8029,8,8,7,8,6,3,2,4,1,2,8
8033,7,10,10,7,5,1,2,2,1,2,11
8041,7,9,10,5,10,2,2,4,3,2,6
8043,6,8,9,10,10,4,2,6,3,4,2
8055,8,8,6,9,8,3,1,5,3,3,1
8056,6,6,8,6,8,1,2,4,1,3,11
8071,8,6,9,9,7,2,2,1,2,2,8
8074,9,9,9,9,8,1,2,1,2,2,3
8079,9,9,9,9,8,2,2,5,3,2,11
8083,6,10,7,4,7,3,2,4,3,2,6
8084,9,9,10,8,6,1,2,2,1,1,1
8085,9,9,9,10,7,1,1,5,1,4,6
8087,8,8,9,7,7,1,1,2,1,2,5
8089,5,7,10,10,7,2,2,5,3,4,8
8091,9,6,10,8,8,3,1,5,3,4,4
8102,9,9,10,9,9,1,1,5,1,1,5
8105,7,7,7,7,8,2,2,4,2,1,11
8115,10,10,9,10,4,1,1,1,2,2,2
8118,9,9,10,9,10,2,2,2,1,4,10
8118,10,4,7,8,10,1,1,2,2,1,2
8122,8,9,10,8,5,2,2,3,3,4,7
8124,5,5,7,7,8,3,2,2,3,2,11
8135,7,7,8,7,6,2,2,3,1,2,11
8140,10,10,10,10,10,2,1,5,1,4,9
8146,6,7,7,4,8,2,1,3,3,3,8
8198,6,10,6,5,10,3,2,4,1,1,2
8211,6,6,6,6,9,2,2,2,2,2,11
8221,8,8,7,8,9,1,2,3,1,1,7
8235,7,99,9,8,8,3,1,5,3,1,6
8238,4,9,6,3,9,2,2,2,1,2,2
8245,8,8,10,8,10,1,2,4,1,3,11
8252,8,7,9,7,8,1,2,3,2,2,4
8253,2,2,5,0,2,3,1,2,1,2,3
8253,9,9,10,6,10,2,2,2,1,2,2
8262,10,10,6,9,9,3,1,6,1,3,5
8262,10,10,10,10,10,1,2,2,2,4,11
8283,8,8,8,7,5,2,1,2,1,2,5
8302,5,10,9,4,0,1,2,1,2,4,6
8318,2,5,7,3,9,2,1,2,3,4,3
8318,8,10,10,10,10,2,1,5,3,2,1
8332,9,9,9,8,9,1,2,5,3,3,11
8357,9,8,9,8,9,2,2,2,2,2,8
8357,10,8,9,9,9,1,1,5,1,2,9
8367,0,10,0,3,0,2,1,3,2,1,7
8375,8,7,9,6,8,1,1,2,2,1,2
8380,5,5,5,0,10,3,1,4,1,4,7
8383,8,8,10,8,10,1,2,2,1,2,4
8391,5,5,10,9,9,2,1,3,3,4,3
8391,7,8,9,6,6,1,1,4,1,1,8
8398,6,5,4,9,8,3,1,6,1,3,8
8406,7,6,3,4,7,2,1,2,1,2,6
8409,10,10,10,10,10,3,2,4,1,4,9
8415,10,9,9,10,9,2,1,6,1,2,4
8429,8,9,7,7,5,2,1,3,3,2,6
8430,9,9,10,5,10,3,1,6,1,3,4
8443,9,7,10,9,10,3,2,6,3,2,2
8460,10,10,9,5,9,2,2,2,1,2,3
8464,6,6,8,6,10,1,2,2,1,3,9
8465,9,10,9,7,8,2,2,4,1,1,2
8480,7,7,8,5,8,1,1,2,2,1,9
8483,10,10,10,10,10,1,2,4,3,2,9
8484,5,8,7,8,8,1,1,2,2,1,8
8489,10,8,10,9,10,1,2,3,3,4,3
8493,8,8,9,9,9,3,2,6,3,4,9
8501,7,8,6,8,8,2,2,3,1,3,4
8508,7,7,9,7,9,2,1,4,1,1,9
8509,7,8,7,1,8,1,1,1,2,1,7
8514,9,10,8,7,10,2,1,5,3,4,3
8514,8,8,10,5,8,1,2,3,1,1,6
8532,10,10,10,10,10,2,2,5,1,3,11
8538,10,8,9,8,7,2,2,2,1,2,4
8539,2,0,6,9,10,3,1,6,1,1,8
8541,9,9,8,7,10,2,2,5,1,2,4
8567,9,8,10,8,9,2,1,6,1,4,4
8585,8,7,9,4,4,3,1,5,3,2,4
8586,8,9,10,10,8,3,2,6,1,2,6
8589,8,8,10,9,7,3,1,5,2,4,2
8589,5,6,3,2,6,2,1,2,1,1,2
8601,9,9,8,7,9,3,2,5,1,4,5
8605,9,9,8,8,5,2,2,2,1,3,9
8619,7,5,10,8,9,2,2,6,3,4,8
8628,8,8,8,3,9,2,2,2,2,4,6
8630,5,7,10,5,7,2,2,4,2,2,4
8634,5,8,6,5,5,1,2,2,1,2,7
8646,8,8,10,7,8,2,1,3,3,2,10
8658,9,9,9,9,9,2,1,5,1,1,2
8658,8,7,10,6,7,2,2,2,2,2,1
8661,6,8,9,8,8,1,2,4,3,2,11
8665,7,5,9,8,5,3,2,5,1,4,7
8665,8,8,9,8,8,1,1,2,3,1,8
8667,9,9,6,4,9,2,2,2,1,2,8
8672,9,9,7,3,8,2,2,1,2,2,2
8677,8,8,10,6,7,1,2,1,2,1,5
8687,8,8,7,8,6,3,1,5,3,4,6
8701,8,9,10,7,7,2,1,2,2,3,4
8704,9,9,10,10,8,1,2,4,3,1,4
8705,7,8,8,7,8,2,1,2,3,2,9
8711,8,8,7,7,9,2,1,2,1,1,3
8714,6,10,7,8,6,1,2,2,1,1,9
8717,8,10,10,9,10,3,2,6,3,2,5
8719,9,7,9,10,9,1,1,5,1,1,9
8722,8,7,8,8,7,2,2,2,2,2,11
8728,6,6,8,8,5,3,2,1,2,2,2
8735,8,8,8,8,8,2,2,6,3,3,10
8739,6,7,8,3,5,3,2,3,3,2,9
8762,6,6,10,6,8,4,2,3,1,2,3
8789,9,9,8,8,7,1,2,4,1,1,8
8791,4,5,9,1,9,1,2,2,1,4,5
8793,9,9,9,9,9,1,1,3,2,1,11
8796,3,3,1,1,8,4,2,2,2,2,6
8804,8,5,9,5,7,1,1,2,2,2,2
8808,5,10,10,6,6,2,1,4,1,1,1
8810,10,10,10,2,5,1,1,2,1,2,7
8813,7,7,8,8,8,3,1,3,1,3,5
8830,8,9,9,8,9,1,1,4,2,2,6
8841,6,7,5,3,8,3,2,5,1,4,5
8841,8,7,8,10,9,2,1,5,1,2,7
8861,8,10,10,10,10,1,1,6,3,3,1
8862,2,0,0,3,10,5,2,2,1,4,2
8864,5,9,5,3,8,1,2,2,1,2,8
8880,10,10,10,10,7,1,2,3,1,2,8
8882,8,6,9,9,9,1,1,6,1,2,1
8883,9,9,10,8,10,1,1,2,1,2,3
8911,9,10,8,7,9,2,2,5,2,1,6
8915,3,6,6,5,4,5,2,6,3,4,3
8915,8,8,8,8,8,1,2,4,1,2,3
8921,9,10,8,8,10,2,2,2,3,3,9
8923,8,7,8,7,7,3,2,4,1,2,3
8932,9,9,8,9,10,3,2,6,1,4,4
8956,4,7,10,7,5,1,2,3,1,1,3
8961,8,10,10,8,10,2,2,4,1,4,2
8985,10,9,9,9,6,2,2,4,3,1,2
9003,10,10,10,9,7,1,2,2,1,1,3
9009,8,10,10,6,10,1,2,2,2,2,8
9014,7,8,9,6,8,2,1,2,2,2,8
9019,8,7,10,7,4,1,2,3,3,1,2
9028,6,6,10,10,8,1,1,3,1,2,7
9036,8,7,8,8,6,2,2,4,1,2,4
9037,9,8,10,7,8,2,2,6,3,4,2
9049,10,10,10,8,10,1,2,5,1,2,8
9052,5,6,8,5,5,2,2,1,2,2,8
9075,7,9,9,6,9,1,2,2,1,1,7
9076,7,7,5,2,6,2,2,2,1,1,9
9076,9,8,9,9,9,1,2,3,1,2,8
9095,8,10,10,10,10,3,2,4,1,2,1
9108,8,8,8,8,8,1,1,6,3,4,3
9113,8,9,9,9,8,1,2,4,1,1,8
9118,7,7,10,7,5,1,1,2,1,1,7
9132,9,9,7,4,9,1,2,1,2,1,11
9136,9,8,9,3,10,1,1,2,1,2,9
9144,8,7,8,5,8,1,2,2,1,1,2
9149,10,10,9,1,10,1,2,6,1,4,8
9150,2,0,0,4,8,4,1,2,2,2,8
9152,8,6,7,7,4,3,2,4,3,2,11
9153,7,9,8,5,7,2,1,4,1,1,9
9158,9,9,8,4,3,2,2,2,3,4,11
9163,5,10,8,10,4,2,2,5,1,1,11
9173,8,8,10,7,8,1,1,3,1,2,2
9178,9,10,10,8,10,1,1,6,1,3,11
9183,4,8,8,5,10,2,2,2,2,3,1
9189,4,1,10,5,3,1,1,1,2,2,11
9199,9,10,10,10,10,2,1,6,1,2,5
9202,10,10,9,9,8,2,2,4,1,2,4
9207,6,6,6,5,8,3,2,2,1,2,2
9211,8,9,10,7,7,2,1,2,1,2,6
9212,6,10,7,10,10,1,1,4,3,2,10
9216,10,10,10,7,10,2,2,2,2,2,5
9218,10,9,9,9,10,2,2,3,3,2,6
9218,10,10,8,10,10,2,1,6,3,4,5
9225,7,8,9,7,8,5,2,3,3,2,11
9241,8,8,8,10,8,2,2,5,1,4,5
9243,8,8,8,6,10,4,2,6,1,2,3
9261,8,7,7,7,7,2,2,2,1,2,8
9268,5,7,9,8,6,3,2,2,3,1,5
9272,9,7,9,5,9,1,1,2,1,1,7
9273,9,9,9,7,7,1,1,2,1,2,10
9306,6,6,6,8,8,3,1,6,1,2,3
9312,9,9,10,9,9,1,1,4,1,3,6
9312,10,8,9,8,10,1,2,4,1,2,8
9316,6,5,7,8,5,3,1,5,3,4,5
9324,8,8,6,6,8,1,2,2,1,1,7
9326,5,8,5,1,8,1,2,3,3,2,11
9338,7,7,5,6,6,4,1,5,1,2,2
9355,9,9,9,9,10,1,1,4,1,2,11
9356,9,8,9,5,9,2,1,5,1,2,4
9361,9,8,8,9,7,1,2,2,1,1,8
9365,10,8,8,8,10,3,2,4,1,2,2
9376,7,9,9,9,9,1,1,1,2,2,7
9377,10,10,8,8,10,2,2,3,3,2,4
9384,8,10,10,6,1,1,2,5,3,3,7
9385,2,2,2,2,9,4,1,4,2,3,9
9413,10,10,10,10,5,1,2,2,1,2,11
9425,8,8,10,8,8,2,1,4,2,2,3
9426,9,8,9,8,9,1,1,5,1,2,5
9443,7,9,8,7,5,4,1,5,3,4,11
9453,8,8,8,8,8,1,2,5,1,2,6
9522,5,8,7,7,9,2,1,3,3,1,6
9539,8,6,8,8,9,2,2,2,2,4,6
9542,0,8,10,6,5,2,1,2,1,3,3
9573,9,9,7,8,9,3,2,5,1,4,4
9574,10,10,10,10,10,2,2,6,1,3,4
9580,10,10,10,10,9,1,2,4,1,2,5
9611,9,9,9,7,8,1,1,2,1,2,9
9617,10,10,10,10,10,2,1,2,1,2,7
9624,8,7,8,8,8,3,1,3,1,1,2
9644,10,7,10,10,9,3,1,6,1,4,11
9649,4,5,5,8,10,5,2,2,2,2,6
9652,8,7,6,8,6,2,2,2,1,2,2
9657,10,10,10,7,8,1,2,6,3,1,11
9660,7,9,9,8,6,2,1,4,1,1,8
9665,5,6,5,3,7,2,1,3,3,1,5
9670,6,6,7,4,8,3,1,2,1,1,3
9671,3,9,9,9,9,4,2,4,3,1,7
9678,10,8,10,10,10,1,2,4,1,2,6
9685,8,8,6,8,8,3,2,3,1,1,5
9690,1,5,3,2,10,4,1,4,2,3,11
9690,7,7,7,7,10,2,2,6,3,3,3
9692,9,7,8,7,7,1,2,2,2,2,5
9696,8,9,10,9,10,1,2,4,3,2,5
9702,7,9,10,5,10,4,2,4,3,4,3
9702,8,7,8,8,8,2,1,2,3,1,8
9709,8,9,8,5,1,2,2,3,1,2,10
9729,7,7,8,7,8,4,2,6,3,2,8
9751,9,9,9,10,10,2,1,6,1,3,11
9770,7,8,7,8,8,3,2,6,3,3,4
9772,6,8,10,10,10,2,2,5,1,2,3
9773,7,8,9,4,2,1,1,1,2,2,7
9779,10,10,10,10,8,3,2,5,1,3,11
9798,7,10,8,5,8,3,1,3,3,2,1
9805,9,9,9,9,5,2,1,2,1,3,4
9808,8,8,7,8,8,1,2,5,1,1,11
9810,10,9,10,8,5,1,2,5,3,1,4
9828,8,8,4,10,8,3,1,6,1,2,2
9839,8,6,10,7,8,2,1,3,1,2,3
9849,7,9,8,10,10,2,2,4,3,1,8
9853,8,9,9,9,9,2,2,1,2,2,2
9857,8,8,9,9,8,1,1,2,3,1,8
9869,10,10,8,10,10,2,2,6,2,3,2
9874,5,7,1,2,9,5,2,4,3,4,4
9876,9,9,9,5,9,1,1,3,2,2,4
9895,9,9,8,8,8,2,1,4,1,2,9
9896,8,8,8,8,9,1,1,3,1,1,2
9908,7,8,8,7,7,2,2,4,3,4,1
9913,6,4,10,10,0,2,1,2,2,4,7
9928,8,8,8,5,8,1,1,3,1,1,3
9930,8,10,10,9,8,1,2,2,1,1,11
9937,98,98,98,98,98,98,2,5,1,4,3
9943,7,7,5,8,8,3,1,6,1,4,4
9956,8,8,9,9,9,1,2,2,1,2,5
9958,1,5,3,5,7,4,2,4,1,4,11
9966,8,8,8,8,9,3,1,4,1,4,10
9970,7,7,10,10,8,2,2,5,3,3,1
9988,8,8,8,9,8,2,1,2,2,2,7
9988,4,4,7,98,5,2,1,2,1,2,2
10014,8,8,7,10,10,3,2,6,1,2,6
10026,8,9,8,10,10,2,2,4,1,4,11
10026,9,9,7,8,9,2,1,5,1,2,8
10030,10,9,10,9,9,2,1,3,1,2,8
10034,4,4,5,8,8,3,1,5,1,3,4
10034,10,10,10,10,10,2,2,4,1,2,9
10038,8,7,5,8,10,3,2,5,3,4,3
10039,6,6,8,7,8,2,1,4,3,2,7
10039,10,8,9,10,10,1,2,6,3,4,8
10042,4,7,7,8,3,3,1,2,1,3,2
10044,4,10,5,5,10,1,2,3,2,2,9
10049,8,7,8,3,2,2,1,2,1,2,7
10049,9,7,10,9,7,1,2,1,2,4,10
10050,6,6,8,4,8,2,1,5,1,2,2
10051,10,5,10,5,10,2,1,4,3,3,4
10063,8,7,8,8,5,1,1,6,1,2,5
10067,7,8,7,9,10,2,2,4,3,2,2
10090,10,10,10,10,10,1,2,4,1,4,4
10092,7,7,10,5,7,2,2,2,1,3,8
10117,5,0,10,10,10,3,1,5,3,4,11
10118,0,2,2,0,0,2,1,1,2,2,9
10128,8,8,8,7,7,1,1,2,1,2,9
10130,0,7,8,5,10,1,1,6,3,4,2
10135,6,8,8,8,8,2,1,4,3,1,8
10136,8,5,5,4,8,2,2,3,2,4,9
10138,8,10,10,8,4,3,1,5,1,4,10
10139,7,7,8,8,8,1,1,5,1,4,10
10141,8,8,8,6,9,2,2,3,1,2,6
10149,8,8,8,8,5,2,2,2,1,3,8
10152,7,5,5,5,8,2,1,3,1,2,5
10163,6,9,7,7,10,2,2,3,1,1,7
10166,8,8,9,9,8,2,2,4,3,4,4
10179,5,7,6,5,6,3,2,2,3,2,8
10181,5,6,6,3,3,3,1,2,2,3,1
10182,7,8,8,6,9,1,1,3,1,2,9
10182,8,10,6,5,5,1,1,1,2,2,4
10187,9,10,8,7,4,3,2,4,1,2,8
10207,10,8,9,9,9,2,2,5,1,1,7
10219,5,8,6,5,7,2,2,3,1,1,7
10219,8,7,9,7,7,1,2,2,1,1,7
10225,8,7,9,9,8,1,1,2,2,1,8
10226,0,2,4,0,4,4,1,4,3,1,10
10237,7,8,8,7,6,2,2,2,1,1,2
10247,10,9,9,8,9,3,2,3,2,4,10
10248,8,8,7,8,10,3,2,6,3,1,8
10294,2,2,3,0,10,5,1,4,3,2,10
10296,4,3,5,10,1,5,2,6,1,3,7
10297,6,8,8,8,8,1,1,5,1,3,1
10298,8,7,8,7,9,1,1,3,1,1,11
10307,10,10,1,1,10,5,2,5,3,4,11
10307,9,10,10,5,7,1,1,2,1,2,8
10317,6,99,7,8,8,1,2,2,1,2,6
10318,8,8,8,7,6,1,2,4,3,2,6
10328,9,9,9,8,7,1,1,2,1,1,9
10334,9,10,10,8,10,1,1,2,1,1,7
10345,8,7,9,7,8,2,2,4,1,1,4
10354,5,5,5,3,8,1,2,2,2,2,5
10363,8,5,8,9,8,2,1,1,2,2,2
10387,10,8,9,7,8,3,1,5,1,4,5
10390,7,9,8,7,10,2,2,5,1,4,5
10412,10,9,9,10,9,2,1,1,2,2,8
10421,8,10,7,1,8,2,2,2,1,1,8
10425,7,8,7,6,8,1,2,2,1,1,2
10433,9,9,10,10,9,1,1,4,3,2,3
10434,8,8,10,8,8,2,1,2,1,1,2
10439,8,6,8,8,10,3,1,2,2,1,3
10442,8,8,8,7,6,2,2,4,3,1,3
10444,10,10,9,4,7,1,1,1,2,2,10
10446,10,10,8,9,5,1,2,1,1,4,1
10453,8,8,8,8,7,1,1,2,1,4,6
10459,10,10,8,10,8,2,2,6,1,2,8
10460,9,10,5,10,9,2,2,1,2,2,11
10464,10,9,10,10,9,1,1,2,1,1,5
10474,9,9,8,8,10,2,2,6,3,1,3
10476,9,10,9,4,10,1,2,5,3,1,2
10486,8,8,10,8,9,1,1,3,1,1,8
10493,3,5,10,10,10,4,1,5,3,4,2
10495,10,10,10,8,6,2,2,2,1,2,3
10499,5,9,10,5,2,2,1,6,1,2,2
10501,7,9,7,9,9,3,1,3,2,2,8
10502,4,4,5,5,6,3,2,5,2,1,8
10513,9,8,8,5,5,3,2,4,1,1,9
10519,9,9,9,5,9,1,1,6,1,4,3
10519,7,7,10,7,9,1,2,2,1,2,7
10524,9,9,9,5,8,1,2,2,1,2,6
10524,8,8,8,8,8,1,1,4,3,1,9
10530,0,0,8,8,1,2,2,6,2,2,9
10543,9,10,10,8,8,1,1,4,1,2,2
10544,6,5,6,6,7,1,1,2,1,2,9
10545,6,6,7,2,10,1,2,2,1,1,2
10547,9,10,8,9,10,2,1,2,1,1,1
10548,7,8,7,5,4,2,1,2,2,2,4
10565,6,9,10,7,10,2,1,5,3,4,10
10573,10,10,10,3,10,3,1,4,1,3,11
10587,5,6,10,5,6,2,2,2,2,4,9
10589,10,5,8,8,6,2,1,5,1,1,6
10598,10,8,9,10,10,1,1,6,1,2,8
10608,10,10,10,10,10,2,2,6,3,1,10
10609,10,10,10,10,7,1,2,3,1,2,1
10611,8,7,7,8,8,2,1,5,1,2,1
10611,7,9,6,5,9,1,2,2,1,4,6
10617,10,10,8,8,10,3,2,6,1,3,8
10645,6,9,6,5,7,3,2,3,1,2,9
10672,9,5,5,5,7,5,2,5,3,4,7
10678,4,6,10,2,6,1,2,2,1,2,3
10683,10,7,10,10,10,3,2,6,3,4,2
10689,9,9,9,7,8,3,1,2,1,4,1
10693,8,8,9,9,10,2,1,5,1,1,11
10702,8,8,9,9,10,2,1,3,1,1,5
10705,9,6,10,7,7,1,2,5,3,4,7
10722,9,10,10,8,8,1,2,5,1,3,2
10726,10,10,9,8,10,1,2,6,3,4,9
10729,9,10,10,10,10,2,2,1,2,2,3
10729,9,9,8,8,10,1,2,2,1,1,10
10732,10,10,10,10,10,2,1,4,2,1,11
10749,10,10,7,10,10,1,2,3,1,2,4
10759,8,7,10,7,7,2,2,2,2,1,10
10760,7,9,10,5,0,2,1,4,1,1,10
10760,9,10,9,9,9,2,1,2,2,1,6
10763,7,9,7,3,9,3,1,2,2,2,8
10764,8,8,9,9,10,1,2,4,3,2,7
10765,7,8,9,7,10,1,1,2,1,3,11
10773,8,9,8,9,6,1,2,2,1,1,8
10780,8,8,7,1,7,2,1,3,1,2,11
10805,8,8,8,6,10,2,1,3,1,2,10
10818,6,7,9,6,9,2,2,4,3,2,7
10835,7,7,10,7,6,2,1,2,2,3,3
10838,8,8,9,3,7,1,1,2,1,1,11
10844,9,8,9,9,9,3,1,4,1,4,6
10856,7,8,7,6,7,1,1,2,2,2,7
10857,8,6,7,8,9,2,2,2,1,1,8
10873,7,8,7,8,9,2,1,2,1,1,7
10885,7,8,8,5,8,2,2,2,2,1,7
10886,9,9,8,9,9,2,2,3,1,1,2
10890,9,8,9,7,9,3,1,6,1,4,3
10894,1,5,9,0,9,2,2,5,3,2,2
10906,6,9,5,7,10,2,1,2,2,1,10
10913,8,8,7,7,8,3,1,4,1,4,11
10930,8,7,6,6,9,2,2,1,2,2,8
10936,8,8,8,8,10,3,2,6,3,4,3
10939,4,5,3,8,8,2,1,5,3,1,11
10947,8,10,8,8,10,2,1,3,1,2,11
10958,8,7,10,5,8,1,2,2,1,1,7
10965,9,10,10,8,8,1,1,2,1,1,8
10969,8,8,8,8,5,2,2,4,1,2,10
10978,7,7,8,8,6,1,2,4,3,2,3
10990,7,8,7,8,8,2,2,2,2,1,3
11005,7,7,8,6,8,2,1,3,2,2,9
11009,10,7,8,8,10,2,2,4,3,1,5
11017,5,8,10,8,6,1,2,4,1,4,9
11020,10,10,9,8,10,1,1,4,1,2,10
11021,8,8,9,6,6,2,2,5,2,4,8
11023,5,3,4,6,8,3,2,3,1,3,7
11032,9,10,10,10,10,1,2,3,1,2,11
11046,8,7,7,10,6,1,2,1,2,2,11
11072,7,9,6,6,7,3,2,5,3,4,7
11076,10,10,10,6,10,2,1,2,1,3,4
11079,10,9,10,10,8,3,1,6,3,4,5
11082,10,8,10,8,7,1,1,2,1,1,2
11087,7,8,10,1,0,1,1,2,1,2,9
11092,8,10,10,7,10,1,1,2,1,2,11
11093,7,9,9,8,9,2,2,4,2,2,3
11097,8,8,10,5,8,1,2,4,1,1,7
11103,9,8,9,9,8,1,1,4,1,1,9
11112,9,8,8,8,5,2,2,5,1,3,6
11126,8,8,10,8,10,4,2,6,3,4,7
11131,9,9,9,8,8,2,2,4,1,4,11
11134,5,8,7,6,10,3,2,3,1,2,8
11139,7,7,8,5,8,2,1,2,1,2,6
11143,9,7,10,8,10,1,1,4,1,2,5
