Casenew,MCZ_1,MCZ_2,MCZ_8,MCZ_10,MCZ_17,QHealthr,RSEX,AGEXr,Martstat3r,HighEd4r,GorA
11144,10,7,8,7,10,1,1,4,1,2,4
11156,8,7,10,7,9,2,1,2,1,3,8
11160,8,9,9,8,7,3,1,2,2,1,8
11160,7,8,9,10,7,1,2,1,2,2,3
11162,5,3,9,0,5,4,1,4,3,2,9
11172,10,10,10,9,8,2,1,5,1,4,6
11172,10,10,9,10,10,1,1,4,1,2,8
11172,8,8,7,8,9,1,2,4,3,1,5
11194,5,6,10,7,10,2,1,4,1,2,2
11194,10,10,8,10,10,2,2,4,3,2,10
11206,10,10,10,10,10,2,2,6,1,3,2
11211,8,10,8,8,8,3,2,4,3,2,2
11225,10,10,10,10,9,2,2,3,1,2,3
11228,8,8,8,5,10,2,2,3,1,2,9
11250,10,5,10,10,10,4,2,5,3,4,11
11266,9,10,10,10,10,2,1,4,1,1,3
11269,99,99,6,2,8,2,1,2,1,1,8
11275,10,10,10,10,8,1,1,6,1,4,3
11278,8,8,10,8,10,3,1,6,3,4,2
11280,8,7,9,7,9,1,2,2,1,2,3
11281,8,6,8,7,8,1,1,4,1,2,9
11283,7,6,4,5,8,3,1,3,2,4,6
11293,9,10,7,10,10,2,1,6,3,4,6
11310,10,10,10,10,10,1,2,4,1,4,6
11311,8,8,10,7,10,1,2,2,3,3,2
11314,6,9,10,7,8,1,1,3,1,1,8
11323,7,7,8,2,8,3,1,3,1,2,5
11326,9,8,6,8,8,2,2,4,1,1,6
11336,9,9,9,9,8,1,1,4,3,3,2
11342,5,5,10,5,8,2,2,2,2,3,3
11347,9,8,10,8,9,1,1,5,1,1,7
11372,10,10,10,9,10,1,1,2,1,3,2
11383,9,6,9,3,10,1,1,2,2,1,6
11386,4,8,4,4,8,3,1,4,1,4,5
11388,9,8,9,9,4,2,2,3,1,1,2
11392,8,8,8,7,10,2,2,5,3,2,7
11401,10,7,9,7,9,1,1,2,2,4,5
11407,6,5,5,7,9,2,2,2,2,2,3
11412,7,10,9,8,10,2,1,2,1,1,3
11419,9,9,10,10,10,2,1,5,1,4,7
11430,6,9,6,1,9,1,2,4,2,1,9
11432,7,6,10,4,3,1,1,2,1,3,4
11451,5,5,9,2,8,2,2,3,3,2,7
11453,9,9,9,10,10,1,2,6,3,2,11
11465,10,7,8,9,7,3,1,6,1,4,2
11474,9,8,9,9,10,2,2,5,1,4,11
11481,10,10,10,9,8,1,2,3,1,2,11
11488,5,0,10,10,10,2,2,6,3,4,2
11519,7,10,10,0,10,3,1,4,1,4,9
11520,7,6,10,8,0,2,2,3,2,2,5
11537,8,9,9,9,5,2,2,2,1,1,8
11542,5,6,2,2,7,4,2,3,2,2,3
11546,8,10,10,6,10,1,2,2,1,1,3
11547,10,10,9,10,10,2,1,6,3,4,5
11552,10,10,9,9,10,1,2,4,3,1,2
11554,8,7,8,8,9,2,1,2,1,2,3
11558,10,10,10,10,10,2,2,4,1,3,9
11561,7,10,10,10,5,2,2,5,1,2,8
11588,8,8,7,8,9,3,2,6,1,2,8
11591,9,10,10,10,5,2,1,5,1,2,5
11594,7,7,7,4,10,2,2,4,2,1,10
11594,8,8,7,8,9,2,2,2,1,2,3
11601,8,5,10,9,9,4,1,3,2,4,3
11610,8,8,9,8,9,1,2,4,1,2,5
11619,10,9,9,10,9,2,1,2,1,3,7
11622,7,10,8,7,8,1,1,3,1,1,11
11642,5,6,5,0,5,3,2,1,2,2,5
11642,10,10,10,9,7,2,2,2,1,2,4
11648,8,8,9,8,8,1,1,4,3,2,7
11656,10,7,10,10,5,3,2,6,1,2,4
11656,5,7,10,5,7,1,2,2,1,1,3
11674,98,98,98,98,98,98,2,2,2,4,5
11676,7,7,10,8,7,2,1,6,2,3,5
11680,9,9,9,8,10,3,1,5,1,4,6
11705,8,8,10,6,6,1,2,1,2,2,1
11710,7,10,5,10,10,3,2,4,3,4,10
11726,5,8,10,8,8,2,2,6,3,4,5
11731,10,10,10,6,10,1,2,6,2,4,8
11746,0,0,10,6,10,5,2,5,3,3,2
11748,8,7,9,9,8,3,2,2,1,1,8
11750,8,7,9,9,9,1,2,3,1,2,5
11753,5,6,4,4,2,3,2,4,3,4,2
11756,8,9,7,8,9,3,2,6,1,4,7
11758,9,9,10,7,10,4,1,5,1,3,9
11765,4,5,10,5,0,2,1,2,2,2,11
11767,7,10,10,7,6,2,2,1,2,2,5
11770,9,8,10,9,10,2,2,3,3,3,3
11788,10,10,10,10,10,1,1,5,1,2,6
11809,2,0,10,0,10,2,1,2,2,2,10
11815,8,7,7,8,6,2,1,4,1,2,8
11821,4,4,4,4,6,3,2,3,2,1,11
11829,8,8,7,10,10,1,2,3,1,1,7
11832,8,9,9,5,8,1,1,2,2,2,3
11844,8,5,9,5,4,3,2,6,3,4,2
11844,5,5,9,8,4,2,2,4,1,2,4
11873,7,9,9,8,2,2,2,5,1,2,4
11876,10,8,9,8,8,1,2,1,2,2,5
11877,4,7,9,2,5,1,2,1,2,4,3
11882,10,8,8,6,10,3,1,2,1,2,11
11886,10,10,10,7,8,2,2,3,1,3,4
11897,7,6,7,8,10,2,1,1,1,2,10
11898,10,6,10,9,9,2,2,5,3,1,7
11920,5,10,10,10,10,2,2,5,3,2,7
11922,9,9,9,9,10,2,2,2,1,2,8
11936,3,5,7,4,8,2,1,2,1,2,2
11956,10,10,10,10,10,3,2,5,3,4,11
11974,6,4,5,6,9,3,2,5,1,2,11
11974,10,8,10,8,8,1,1,2,1,1,8
11978,8,9,10,9,10,2,2,2,2,2,6
11985,7,8,7,10,10,3,1,5,3,2,3
11988,10,10,9,8,9,3,2,4,1,3,11
12013,7,7,8,8,8,4,1,5,1,4,8
12038,8,8,8,8,8,1,1,2,1,1,6
12041,9,9,8,10,7,1,2,2,1,1,2
12048,9,8,9,10,10,2,2,5,1,3,2
12064,9,10,9,10,8,2,2,6,2,1,11
12072,7,5,8,8,8,2,1,3,1,1,8
12083,10,10,10,8,10,1,2,3,1,2,8
12100,9,9,8,10,5,1,2,5,1,4,5
12104,10,10,10,10,4,2,2,6,1,4,8
12104,6,8,10,7,10,1,2,2,1,3,2
12117,8,9,9,10,10,3,2,6,3,2,11
12119,10,8,10,6,5,1,2,2,1,1,6
12120,10,10,8,6,8,1,2,6,3,4,8
12128,10,9,10,10,9,2,2,5,2,4,10
12132,7,4,6,0,8,2,1,1,2,2,7
12135,9,10,7,10,4,1,2,2,2,1,8
12144,10,10,9,9,9,1,1,4,1,1,4
12144,8,8,8,5,9,1,1,2,1,2,2
12159,8,8,8,5,8,2,1,4,1,2,3
12159,9,9,10,9,8,2,2,2,1,1,4
12161,6,7,10,6,6,2,1,2,2,2,8
12166,0,0,10,10,10,5,2,6,3,4,2
12187,6,7,6,5,7,3,2,3,3,4,2
12197,7,6,7,7,6,2,2,4,1,1,7
12200,9,9,9,7,8,3,2,5,2,3,11
12209,10,10,10,10,9,1,1,1,2,2,10
12219,7,5,8,4,8,2,1,3,2,2,7
12221,5,8,2,5,10,5,1,6,3,4,5
12222,4,5,3,3,6,1,2,3,1,1,7
12227,5,10,8,0,8,3,2,3,1,1,8
12228,4,7,3,2,6,2,1,3,1,2,8
12229,7,8,8,7,4,2,2,3,1,2,5
12232,10,10,10,0,8,3,2,5,1,4,9
12232,8,9,8,8,9,1,2,2,1,1,7
12235,0,0,0,0,5,4,2,3,3,2,9
12237,9,8,10,0,9,2,1,2,1,4,7
12246,10,8,9,10,9,2,1,5,1,3,9
12251,8,9,7,4,5,2,2,2,2,3,2
12253,9,10,8,8,9,1,2,5,1,1,2
12285,7,8,9,7,7,2,2,2,2,2,8
12293,9,9,9,6,7,1,2,2,1,2,8
12312,8,8,8,9,5,3,1,4,1,3,4
12324,10,10,10,8,10,1,1,1,2,2,9
12328,7,5,6,2,7,2,1,2,2,1,7
12329,8,8,8,9,9,2,2,5,1,2,9
12334,9,5,10,5,10,4,2,4,1,2,11
12345,8,8,9,8,8,1,2,2,1,1,2
12351,9,9,9,8,9,2,1,4,1,2,11
12360,7,8,8,6,6,2,1,3,3,2,6
12369,8,5,6,8,8,3,1,3,1,2,7
12371,6,6,9,7,6,1,2,2,2,2,9
12372,7,9,10,6,6,1,1,2,1,2,8
12376,10,10,8,10,10,1,1,5,1,4,11
12407,6,7,8,7,7,2,1,3,1,1,9
12412,8,9,9,10,10,3,1,6,2,1,7
12418,8,8,3,6,9,4,2,4,1,4,4
12428,8,8,8,9,9,2,1,2,3,1,3
12431,7,8,7,7,9,3,2,6,3,4,9
12439,5,3,5,5,8,2,1,2,2,1,7
12442,8,7,10,9,10,1,2,2,2,1,2
12449,8,8,9,10,8,2,1,2,2,1,5
12452,10,10,10,10,8,2,2,4,1,2,2
12455,8,5,5,8,8,4,2,5,1,4,2
12456,8,7,8,8,8,2,1,6,3,1,6
12467,9,9,10,6,9,2,2,6,3,3,8
12467,10,10,10,9,10,1,2,3,1,2,4
12485,8,10,5,6,8,3,1,6,3,4,8
12488,9,10,10,7,5,1,2,5,3,2,3
12493,9,9,10,8,10,3,2,6,3,4,2
12499,7,10,9,8,10,1,2,3,3,2,9
12505,7,8,9,5,8,5,2,5,3,2,9
12508,9,8,8,8,4,3,1,5,1,2,6
12509,9,9,7,10,9,4,2,5,1,2,11
12513,9,9,9,9,10,1,2,5,3,2,5
12520,8,9,10,8,10,1,2,2,3,2,3
12533,8,7,8,7,8,1,1,3,1,4,2
12535,8,8,8,8,8,3,1,5,1,4,11
12544,9,10,10,4,10,2,2,1,1,2,9
12545,7,7,9,6,9,2,1,2,1,2,3
12559,8,8,10,7,10,2,2,4,1,4,11
12575,7,5,9,4,10,2,1,1,2,2,6
12578,7,8,3,6,10,2,2,2,1,1,9
12586,8,8,9,6,7,2,1,1,2,2,10
12594,9,8,9,5,9,1,2,2,2,2,5
12605,9,9,9,9,6,1,2,4,1,1,3
12614,9,8,8,7,10,2,2,3,3,3,3
12621,9,9,9,9,6,1,2,2,2,1,7
12630,7,7,9,8,6,2,2,5,3,1,8
12642,8,10,5,8,10,1,2,3,3,1,11
12650,6,6,8,6,10,2,2,2,2,2,4
12656,8,8,9,8,8,1,2,2,1,1,7
12659,7,8,10,6,6,1,2,2,1,2,5
12664,10,10,7,9,10,1,2,4,1,2,8
12668,5,10,10,4,6,3,1,4,3,2,2
12674,8,10,9,8,10,4,1,6,3,4,7
12685,10,10,10,8,9,1,1,4,3,2,8
12691,8,10,9,7,10,2,1,2,3,1,9
12716,7,8,10,10,7,2,1,3,2,2,9
12716,8,9,6,6,9,2,1,2,2,2,3
12717,9,9,9,8,9,1,2,4,1,1,2
12722,1,10,2,2,5,5,2,2,1,2,10
12723,5,5,8,5,9,2,2,2,2,1,7
12776,7,8,10,8,9,3,2,4,3,1,10
12792,10,10,10,10,10,2,2,6,1,4,3
12793,10,10,10,4,10,3,2,5,3,4,2
12793,9,9,8,9,10,1,1,2,1,1,11
12800,10,8,8,8,10,2,1,6,1,2,1
12802,10,10,10,10,7,1,1,4,1,2,10
12808,4,5,5,8,4,3,2,2,2,4,3
12821,10,8,8,9,8,1,1,4,1,1,10
12823,8,9,9,5,7,3,2,2,2,2,2
12840,8,8,8,8,8,3,2,6,3,3,8
12850,10,7,8,8,10,1,2,5,1,4,7
12867,9,8,9,9,8,1,2,3,3,2,9
12878,8,9,10,7,10,2,2,5,1,4,6
12890,8,8,7,10,8,1,2,4,1,1,3
12899,9,9,9,9,9,3,1,5,3,2,2
12902,7,7,7,4,3,3,1,2,1,2,2
12903,6,5,10,5,9,3,1,2,2,2,10
12909,7,8,8,8,8,2,1,3,1,1,5
12918,9,9,9,7,8,1,2,3,1,1,8
12920,8,8,8,8,8,1,1,3,1,1,7
12920,7,8,7,8,8,1,1,3,1,2,9
12922,98,98,98,98,98,98,2,3,3,4,5
12922,7,7,10,6,8,1,2,1,2,1,3
12925,9,10,8,10,5,1,1,4,1,1,5
12930,8,8,7,8,5,3,1,6,3,4,6
12934,9,8,9,7,9,2,1,2,1,2,5
12955,10,10,10,10,10,3,1,5,3,4,3
12958,8,9,8,8,10,3,2,6,3,4,4
12967,7,5,6,2,8,2,2,2,2,2,8
12977,6,6,7,4,9,1,2,1,2,4,11
12982,10,7,8,7,9,1,2,2,3,2,8
13002,7,8,8,8,9,4,1,4,3,3,3
13007,9,9,7,8,9,1,1,5,1,4,5
13013,8,8,9,7,8,1,1,4,1,1,5
13030,8,7,8,7,7,2,2,4,1,3,11
13036,7,7,5,5,8,1,1,4,1,1,6
13038,10,10,10,10,10,3,1,6,1,2,4
13047,10,8,10,10,7,1,2,5,1,3,4
13051,9,6,8,9,6,4,1,6,3,4,2
13067,6,5,6,0,2,5,2,3,1,1,5
13070,9,9,10,9,9,2,2,5,1,1,8
13073,8,8,9,8,7,2,2,2,1,4,11
13077,9,9,9,8,8,2,2,4,3,2,9
13087,10,8,9,9,10,2,1,2,1,2,8
13087,10,10,10,10,8,1,1,2,2,2,10
13095,7,8,9,8,8,2,2,2,1,1,4
13099,8,7,7,7,8,3,2,2,1,2,8
13110,6,8,8,5,4,2,2,5,3,4,1
13120,9,8,9,9,7,2,2,5,1,1,8
13121,7,6,7,8,8,3,2,3,3,1,1
13142,7,7,8,5,1,2,1,2,1,2,11
13158,6,7,7,6,5,1,1,3,1,3,2
13192,10,10,10,8,10,1,2,2,1,2,6
13217,7,7,7,8,8,2,2,6,3,4,4
13228,10,9,8,7,7,1,2,4,1,2,2
13237,4,6,4,9,9,3,1,2,1,1,3
13255,8,8,9,9,9,2,2,6,2,2,5
13258,9,10,9,10,8,1,1,5,1,1,3
13270,7,7,8,8,99,3,2,5,3,1,4
13279,9,6,10,8,9,1,1,2,2,1,7
13288,8,6,7,7,8,2,1,3,1,2,8
13296,9,8,7,9,9,2,1,6,1,1,8
13311,10,10,10,9,5,3,2,2,1,1,7
13315,9,10,8,7,8,2,1,2,1,3,11
13320,9,8,10,8,10,1,2,6,3,4,2
13326,7,7,8,7,7,1,1,3,1,3,9
13332,6,7,8,2,10,3,2,1,2,2,10
13333,6,6,7,4,5,1,2,2,3,1,10
13343,8,8,7,8,7,1,2,2,1,3,2
13361,8,10,8,8,10,1,2,3,1,2,7
13369,8,8,8,9,8,2,1,2,1,1,7
13373,8,8,5,9,9,2,1,2,1,1,3
13388,8,6,7,8,4,1,1,2,1,1,11
13392,6,7,10,0,10,1,2,2,1,1,7
13403,9,10,8,8,8,1,2,2,1,2,7
13404,7,7,7,6,4,2,1,1,2,4,2
13406,9,9,9,9,10,2,2,2,1,1,5
13413,6,9,8,4,9,2,2,1,2,2,7
13416,10,10,10,10,10,2,2,4,1,1,3
13429,9,9,7,5,7,1,2,2,1,1,3
13449,8,7,8,0,6,1,1,2,3,3,7
13464,6,7,5,2,8,3,2,4,3,4,8
13473,7,9,10,10,10,3,1,6,1,1,3
13481,7,8,10,8,10,2,1,2,1,4,3
13491,8,7,9,8,8,2,1,4,2,3,3
13499,8,9,9,9,8,1,2,4,3,2,8
13519,5,5,8,5,3,2,1,5,3,4,8
13527,10,10,10,8,10,1,1,1,1,2,4
13534,8,10,9,9,10,3,2,6,1,4,8
13536,8,9,9,7,6,1,2,5,3,2,9
13539,7,6,4,7,8,2,2,2,2,2,2
13555,5,5,7,5,5,1,2,4,3,4,11
13558,10,10,9,8,10,2,2,4,1,1,5
13574,0,0,0,10,10,5,1,4,3,3,2
13575,5,2,9,5,8,4,1,6,3,4,9
13605,5,4,8,10,10,2,2,6,3,2,8
13622,0,0,0,10,10,2,2,5,3,4,4
13626,8,9,10,9,10,1,2,2,1,2,5
13626,10,10,10,10,10,1,2,5,1,1,11
13632,4,5,6,7,9,1,2,3,3,1,8
13650,10,10,10,7,9,1,1,1,2,4,11
13678,10,6,9,9,10,2,2,5,3,3,10
13693,6,7,8,2,8,2,2,2,1,1,8
13710,8,9,9,9,6,2,2,3,1,2,2
13711,9,10,10,8,9,1,1,3,1,2,8
13713,6,8,7,6,5,1,2,2,2,2,7
13718,8,8,8,8,10,2,1,3,1,3,10
13720,10,9,10,10,10,1,1,4,1,1,4
13739,7,7,8,2,10,1,2,2,3,3,2
13753,6,8,4,6,0,4,2,4,1,2,3
13753,8,8,8,8,10,2,2,2,1,1,10
13756,8,7,9,8,10,1,2,2,1,1,10
13763,7,7,10,5,9,1,1,2,1,2,6
13781,10,10,6,2,3,1,1,2,1,2,3
13781,10,10,10,10,8,1,2,3,1,2,10
13794,8,8,10,10,10,1,2,4,2,4,10
13795,5,10,9,0,3,1,1,2,1,1,8
13799,7,4,1,5,7,4,2,4,1,1,6
13802,10,10,10,10,10,1,2,6,1,3,9
13817,5,8,8,3,3,3,1,4,1,2,5
13817,7,8,8,7,7,2,1,3,1,2,1
13819,7,8,10,8,7,1,1,3,3,2,9
13826,2,2,2,2,8,5,2,3,1,2,5
13854,4,5,9,0,9,2,1,2,3,3,7
13860,8,8,8,7,10,2,2,2,2,1,11
13868,9,8,10,10,10,2,2,6,2,1,3
13871,10,10,10,8,7,1,1,2,1,2,9
13875,5,6,8,6,8,3,1,4,2,4,4
13877,9,8,9,9,8,1,2,4,1,1,2
13878,7,7,5,7,7,1,2,1,2,2,5
13879,8,8,9,5,4,2,2,3,1,3,3
13893,3,0,10,8,10,3,2,6,3,4,8
13900,9,9,10,10,10,2,1,6,1,2,10
13911,8,7,10,8,8,1,1,2,1,2,3
13914,10,10,10,10,10,1,1,1,2,2,9
13922,9,9,7,8,10,2,2,5,1,4,10
13925,9,9,9,9,9,1,2,4,1,2,5
13926,8,10,8,0,3,1,2,3,1,1,8
13938,0,99,7,2,3,3,2,4,3,4,8
13945,8,7,10,10,5,1,1,4,1,1,5
13948,8,9,9,10,9,2,2,2,3,2,1
13948,10,10,9,9,8,2,1,5,1,4,8
13953,8,9,9,8,9,1,2,1,2,2,8
13963,8,8,9,8,9,1,2,3,2,1,6
13967,7,9,7,6,8,1,2,3,1,2,8
13980,7,8,6,6,8,3,1,2,2,2,11
13988,8,8,9,6,3,1,2,2,3,2,8
13993,9,8,10,8,9,1,2,2,2,1,5
13998,7,6,7,6,8,2,1,4,3,3,3
14002,8,9,10,10,10,2,2,5,3,2,6
14007,7,8,7,9,8,3,1,3,3,3,9
14028,9,9,9,4,7,1,2,2,3,1,9
14038,8,8,9,10,8,1,2,2,1,1,5
14039,8,7,9,9,7,3,1,1,2,2,2
14051,7,8,9,6,9,2,2,4,3,2,8
14052,7,7,8,8,7,2,2,4,3,1,9
14055,8,5,9,9,9,2,2,5,3,4,5
14063,8,8,8,8,10,2,2,5,1,1,11
14066,10,8,10,5,3,2,1,4,3,3,1
14071,7,7,9,9,8,2,1,5,1,2,1
14075,10,10,8,5,10,2,2,5,1,4,8
14081,9,9,10,10,10,1,2,3,3,2,4
14083,7,10,8,8,4,2,2,2,1,1,6
14084,7,7,7,9,7,3,2,6,3,1,11
14085,8,9,10,10,10,2,2,3,1,2,6
14086,10,10,7,7,8,2,1,2,1,2,8
14090,2,2,3,0,6,4,1,3,3,3,6
14091,9,9,9,7,10,2,1,2,1,1,8
14093,10,10,10,8,10,2,2,6,2,1,5
14094,3,7,9,3,8,1,2,3,3,4,6
14095,9,5,10,8,7,2,2,1,2,2,8
14106,8,8,9,7,8,2,2,3,3,2,2
14109,6,5,8,4,3,3,2,5,3,3,9
14118,9,10,9,9,3,2,1,5,1,4,9
14149,6,8,5,8,8,4,1,4,1,2,8
14154,8,10,9,9,10,2,2,6,1,2,11
14156,8,8,10,9,5,1,1,6,1,4,7
14157,9,10,9,5,4,2,2,2,3,2,6
14167,8,8,5,4,10,2,1,6,3,4,11
14170,10,10,10,7,8,1,2,5,3,4,3
14197,7,7,10,10,10,3,2,6,3,4,11
14208,8,9,8,8,8,1,1,3,1,1,6
14222,8,9,8,7,8,2,1,2,1,1,7
14225,0,4,8,8,5,2,1,5,3,4,2
14226,2,10,8,5,10,5,2,6,3,4,8
14227,6,7,10,10,9,3,2,6,3,4,9
14243,8,8,8,7,6,3,2,3,3,3,11
14249,7,8,5,7,7,2,2,3,3,4,8
14269,8,8,7,7,9,2,1,2,1,1,6
14272,7,8,8,8,7,3,1,4,3,2,3
14285,10,10,10,10,7,1,2,2,1,1,6
14289,9,9,6,9,3,2,2,1,2,2,7
14295,5,6,5,5,7,2,2,2,1,2,10
14302,7,8,5,8,8,3,1,5,1,3,3
14310,4,99,99,4,6,5,2,3,2,1,7
14324,6,6,7,7,5,2,1,4,1,2,8
14329,10,10,10,10,9,1,2,5,3,1,8
14335,10,10,10,10,10,1,2,2,1,3,4
14340,9,10,10,10,10,1,2,3,2,1,7
14343,6,6,9,2,6,1,2,2,2,2,3
14354,10,8,8,7,8,1,1,6,3,2,1
14363,5,5,7,2,5,1,2,3,3,2,7
14371,8,10,9,10,10,3,2,5,1,2,8
14386,10,10,10,10,10,1,1,1,2,4,10
14388,8,9,4,6,8,2,2,2,1,1,11
14389,6,5,8,3,8,3,1,4,3,3,4
14392,7,7,9,8,9,1,1,4,3,1,6
14412,10,10,10,10,9,1,2,5,1,3,8
14413,7,7,6,3,9,3,1,3,3,1,8
14418,10,10,4,9,9,1,2,3,1,1,8
14421,10,10,10,7,3,1,2,5,3,1,2
14430,6,7,5,9,8,2,2,6,3,2,11
14435,9,9,9,9,6,2,2,4,2,4,11
14444,7,7,9,9,10,2,2,2,2,2,3
14449,8,7,8,8,8,2,2,5,1,3,8
14450,5,6,5,7,5,3,2,6,3,4,8
14453,8,10,10,10,10,1,2,5,1,2,8
14461,9,9,9,9,9,1,1,6,1,1,10
14468,7,6,7,3,10,2,1,1,2,4,8
14488,10,10,10,10,8,1,1,5,2,4,7
14489,8,10,9,6,10,1,2,2,1,2,8
14507,7,7,8,10,8,3,1,5,1,3,3
14527,7,8,10,10,10,1,2,5,2,4,11
14530,7,8,9,9,5,2,1,2,1,2,2
14532,8,7,8,10,8,3,1,4,3,4,11
14532,6,6,0,4,5,3,1,2,1,2,1
14542,8,9,9,7,9,1,1,4,1,2,8
14548,8,7,10,7,8,3,2,6,3,4,6
14552,10,10,10,10,10,2,2,4,3,3,1
14565,4,2,7,99,8,5,2,6,1,4,6
14584,9,9,10,9,8,1,2,1,2,1,9
14591,7,7,2,4,6,4,2,3,1,3,8
14592,8,10,10,10,10,1,2,4,1,1,2
14592,8,9,9,7,5,1,2,2,2,1,11
14593,10,10,10,10,10,3,1,6,1,1,10
14593,8,9,6,5,10,3,2,1,1,2,4
14599,9,9,10,3,9,2,1,2,1,1,8
14611,10,10,10,10,10,4,1,6,1,4,11
14617,5,5,5,4,10,3,2,3,3,2,11
14628,10,10,8,8,10,5,2,6,3,4,11
14629,4,5,6,8,8,3,2,4,3,2,2
14630,8,8,9,7,8,2,1,5,3,4,9
14631,9,8,7,4,10,2,2,3,1,4,7
14641,9,8,10,10,6,2,2,5,3,1,2
14644,8,8,9,8,10,2,1,5,1,1,10
14654,7,8,10,7,8,2,1,2,1,4,2
14659,5,10,7,4,10,3,2,5,1,4,3
14686,8,7,7,8,8,3,2,6,3,2,8
14689,10,10,10,10,10,1,1,5,1,2,8
14693,8,8,10,8,7,1,2,2,3,1,3
14703,6,7,9,3,7,2,2,3,3,2,6
14704,10,5,10,3,8,3,1,2,1,4,2
14712,10,10,10,8,8,4,2,5,3,4,2
14716,10,10,10,10,10,2,2,4,1,3,2
14726,10,10,10,10,10,1,2,5,1,4,8
14740,8,9,5,6,7,2,2,3,3,1,3
14741,8,8,8,7,8,1,1,4,2,2,9
14754,6,7,7,5,4,3,2,4,1,2,1
14762,8,8,9,6,9,1,2,2,1,1,11
14806,8,8,6,4,5,1,2,2,1,1,4
14808,5,5,5,8,6,4,2,3,2,2,8
14808,8,7,8,8,7,1,2,2,2,2,11
14814,7,7,10,7,10,2,2,2,2,2,6
14824,8,10,10,9,10,1,1,3,3,1,7
14834,8,10,10,8,10,2,2,2,1,4,5
14838,10,10,8,7,10,2,2,1,1,3,2
14844,8,7,9,8,9,3,1,4,1,2,7
14847,7,6,5,5,7,4,1,4,2,1,3
14853,10,10,10,10,10,1,2,5,1,2,6
14855,6,7,10,7,9,1,2,2,2,4,3
14856,8,8,9,7,6,2,1,1,2,2,2
14865,8,10,10,10,10,3,1,5,2,4,11
14873,8,6,7,9,8,3,1,4,1,2,10
14898,8,7,10,10,9,1,1,3,1,2,8
14904,7,5,7,5,9,2,2,3,3,3,7
14905,7,7,7,5,6,2,1,2,1,2,2
14917,7,5,9,0,7,1,1,3,3,2,9
14925,6,7,8,4,7,2,1,2,1,2,6
14933,10,10,10,9,6,1,2,3,1,3,1
14946,7,6,8,6,9,3,1,6,2,4,5
14954,8,5,8,10,10,1,2,3,3,1,6
14970,6,8,9,10,8,2,2,6,3,3,9
14972,8,8,8,4,10,3,1,4,3,2,9
14975,8,10,8,7,8,1,1,2,1,2,2
14984,6,8,9,4,10,3,2,5,3,4,3
